"","TO_6_1_Plastic","TO_6_2_Ceramic","TO_6_2_Glass","TO_6_2_Hands","TO_6_2_Knife","TO_6_2_P6D2","TO_6_2_p9blh","TO_6_2_Phone","TO_6_2_Plastic","TO_7_1_Ceramic","TO_9_0_Hands","TO_7_1_Glass","TO_7_1_Hands","TO_7_1_Knife","TO_7_1_P7D1","TO_7_1_Phone","TO_7_1_Plastic","TO_7_2_Glass","TO_7_2_Hands","TO_10_1_Ceramic","TO_7_2_P7D2","TO_7_2_Phone","TO_8_1_Glass","TO_8_1_Hands","TO_8_1_P8D1","TO_8_1_Phone","TO_8_1_Plastic","TO_8_2_Glass","TO_10_1_Glass","TO_8_2_Hands","TO_8_2_Knife","TO_8_2_P8D2","TO_8_2_Phone","TO_8_2_Plastic","TO_9_1_Ceramic","TO_9_1_Glass","TO_9_1_Hands","TO_9_1_Knife","TO_9_1_P9D1","TO_10_1_Hands","TO_9_1_Phone","TO_9_1_Plastic","TO_9_2_Ceramic","TO_9_2_Glass","TO_9_2_Hands","TO_9_2_Knife","TO_9_2_P9D2","TO_9_2_Phone","TO_9_2_Plastic","TO_10_1_Knife","TO_10_1_P10D1","TO_10_1_Phone","TO_10_1_Plastic","TO_10_2_Ceramic","TO_10_2_Glass","TO_10_0_Hands","TO_10_2_Hands","TO_10_2_Knife","TO_10_2_P10D2","TO_10_2_Phone","TO_10_2_Plastic","TO_1_1_Ceramic","TO_1_1_Glass","TO_1_1_Hands","TO_1_1_Knife","TO_1_1_P1D1","TO_1_0_Hands","TO_1_1_Phone","TO_1_1_Plastic","TO_1_2_Ceramic","TO_1_2_Glass","TO_1_2_Hands","TO_1_2_Knife","TO_1_2_P1D2","TO_1_2_Phone","TO_1_2_Plastic","TO_2_1_Ceramic","TO_2_0_Hands","TO_2_1_Glass","TO_2_1_Hands","TO_2_1_Knife","TO_2_1_P2D1","TO_2_1_Phone","TO_2_1_Plastic","TO_2_2_Ceramic","TO_2_2_Knife","TO_2_2_P2D2","TO_2_2_Phone","TO_3_0_Hands","TO_2_2_Plastic","TO_3_1_Ceramic","TO_3_1_Glass","TO_3_1_Hands","TO_3_1_Knife","TO_3_1_P3D1","TO_3_1_Phone","TO_3_1_Plastic","TO_3_2_Ceramic","TO_3_2_Glass","TO_4_0_Hands","TO_3_2_Hands","TO_3_2_Knife","TO_3_2_P3D2","TO_3_2_Phone","TO_3_2_Plastic","TO_4_1_Ceramic","TO_4_1_Hands","TO_4_1_P4D1","TO_5_0_Hands","TO_4_1_Phone","TO_4_1_Plastic","TO_4_2_Glass","TO_4_2_Hands","TO_4_2_Knife","TO_4_2_P4D2","TO_4_2_Phone","TO_5_1_Ceramic","TO_6_0_Hands","TO_5_1_Glass","TO_5_1_Hands","TO_5_1_P5D1","TO_5_1_Phone","TO_5_1_Plastic","TO_5_2_Ceramic","TO_5_2_Glass","TO_5_2_Hands","TO_7_0_Hands","TO_5_2_p5nh1","TO_5_2_Phone","TO_5_2_Plastic","TO_6_1_Ceramic","TO_6_1_Glass","TO_6_1_Hands","TO_6_1_Knife","TO_6_1_P6D1","TO_6_1_Phone","TO_8_0_Hands"
"no_species_TAXID_No_TO_sample_contig_666779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,86853.3001241432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_670228",0,0,0,0,0,3464.27249510773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12235.405864287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glossinavirus glopallidipedis_TAXID_No_379529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3451838559099,0,0,0,0,1266.16121926636,0,0,0,0,0,10328.5829113511,0,0,23712.075489049,0,0,0,0,0,0,328194.021536083,0,85.1460700518332,0,0,0,0,0,0,0,0,0,0,0,0,0,62588.6288389806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_670878",0,0,0,0,0,3330.78676593844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14149.473699205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacillus phage Gamma_TAXID_No_347962",0,0,0,0,0,696.844064275029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.407326368615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692994.089348026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Heterosigma akashiwo virus 01_TAXID_No_97195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.7087852108507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.324614024801,47753.1907681236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alphanudivirus quartudromelanogasteris_TAXID_No_2486603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23271.2197298957,65.6889558652308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91320.6961355136,0,0,0,0,52529.7964615858,0,0,0,0,0,0,0,1e+06,0,0,0,0,0,0,0,0,0,233.319990291803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24260.0151639518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_679016",0,0,0,0,0,6170.91939071881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54487.4164834536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6587.19966293025,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_680176",0,0,0,0,57584.9888357074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.957268472684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210892.210444008,0,0,0,0,0,0,0,0,0,0,0,0,0,85.5854181145283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_680224",0,0,0,0,0,5178.29131122918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus phage phiSa2wa_st59_TAXID_No_2060952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32321.0884582752,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_684206",0,0,0,0,0,2843.77877927381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_684595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64452117132203,0,0,3259.80804315168,0,0,0,0,233.396626082251,0,0,0,0,0,0,0,0,0,9.43096616004419,0,0,0,0,0,0,0,0.605558523207035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus phage StB20-like_TAXID_No_1732064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.73354016732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_685728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1327782367787,0,0,0,0,0,0,0,0,0,0,2477.06071271314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_687324",4390.71664272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13525.3902775089,0,0,0,0,0,0,0,0,0,0,8275.02306410811,0,0,0,0,0,0,0,5851.72731428737,0,0,0,0,0
"Theiavirus salishense_TAXID_No_2024608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3859088249967,0,0,0,0,0,0,0,0,111.110493506361,0,0,0,0,0,0,0,0,3464.57720668407,0,2594.94734568872,899.512889265552,0,372.89662774236,0,0,0,0,0,0,0,0,0,17.1359381578912,0,0,0,0,0,0,0,0.412609372222491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_688909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10570.9390090849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9519.27285300714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Okubovirus SPO1_TAXID_No_2884427",0,0,0,0,0,0,0,0,0,55989.0326084375,0,0,0,0,0,0,0,0,0,2972.27304963537,0,0,0,0,0,0,0,0,34.1604930385476,0,0,0,0,0,0,0,354.228130600109,0,0,0,0,0,0,0,289584.128933151,200482.569310401,0,0,0,0,0,0,0,2992.51132337008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375005.714736135,0,0,0,0,0,0,0,0,5955.71208206801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_696655",0,0,0,0,0,3672.52933874426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27794.8815298542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Human endogenous retrovirus H_TAXID_No_129526",0,0,0,0,11005.0408277907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69002.6767140935,0,0,0,0,0,22.2681057970591,0,0,13.0399870789582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bracoviriform facetosae_TAXID_No_2083300",0,0,0,0,0,4944.33910974908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74840.6926796075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27301.2274078275,0,0,0,0,0,0,0,2579.44253458082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Skunavirus jm3_TAXID_No_1262536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.279108018827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Squirrelpox virus Berlin_2015_TAXID_No_2029293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7047.69347333067,0,0,0,0,0,0,0,0,0,0,2939.21960811828,0,0,0,0,0,0,0,0,0,0,301.048335384187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4918.59409011251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ichnoviriform fugitivi_TAXID_No_265522",0,0,0,0,0,13439.2102267043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319765.73662621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.9737406910407,0,0,0,0,0,0,0,0,0,0,1992.87083038246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4554.945637991,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_712398",0,0,0,0,0,4482.1698455221,0,0,42781.2605070666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_713007",0,0,0,0,0,7518.90622015098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_716029",0,0,0,0,0,10101.3876878624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15145.2631739445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_716053",0,0,0,0,0,5903.34565019984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus phage Stab22_TAXID_No_2490450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2650164460708,66001.4923288311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171217.730053673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4179632787626,0,0,0
"Streptococcus phage CHPC1156_TAXID_No_2365030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.704444502989,0,0,0,0,0,0,0,0,0,0,100.100437487732,0,826.931859265794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_726444",0,0,0,0,0,1895.85251951587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus phage P7952_TAXID_No_1971437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221.71933077807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0853458587233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_731638",0,0,0,0,0,2241.08492276105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_734864",0,0,0,0,0,8394.3527742726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_738951",0,0,0,0,0,9117.8386583566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29275.5829812163,0,0,31690.9445180824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_739611",0,0,0,0,0,0,0,0,0,0,0,0,369.779849756446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gammanudivirus pemonodonis_TAXID_No_1529056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0707565760838,0,0,0,0,0,0,0,0,151236.45343257,0,0,0,0,0,943.804124884335,0,0,34605.1230450705,0,0,0,0,3825.29802877144,0,0,0,305.024864295026,0,0,0,0,0,145.706243119613,0,0,0,0,0,0,0,1.55393763069389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"no_species_TAXID_No_TO_sample_contig_745926",0,0,0,0,0,6821.50692564845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
